Unnamed: 0,zipcode,household median,percent of household,family median,percent family,non-family median,percent non-family,weighted median,city,city rank,rank
1407,18706,53167,43.6,66555,47.1,31099,37.1,66065.946,Wilkes-Barre,1.0,579.0
1408,18707,85827,36.5,96663,39.4,29572,22.2,75977.061,Mountain Top,1.0,347.0
1409,18708,85363,29.9,103281,31.6,27122,26.0,65212.053,Shavertown,1.0,603.0
1410,18709,37826,36.6,53365,32.0,25689,40.3,41273.782999999996,Luzerne,1.0,1376.0
1411,18801,54028,44.2,69444,48.0,29816,33.7,67261.488,Montrose,1.0,548.0
1412,18810,48085,44.7,69236,39.5,24885,48.2,60836.785,Athens,1.0,733.0
1413,18812,80547,43.2,91083,43.0,45000,41.6,92681.994,Silver Lake Township,1.0,148.0
1414,18814,44464,67.5,59375,67.3,31750,52.0,86482.575,Towanda,1.0,199.0
1415,18816,73750,20.8,74875,12.9,0,35.3,24998.875,Montrose,3.0,1592.0
1416,18817,79167,58.2,63750,48.1,79688,85.7,145031.56,East Smithfield,1.0,17.0
1417,18818,54900,39.4,74375,28.7,34417,45.7,58704.794,Friendsville,1.0,794.0
1418,18821,50650,29.4,57500,29.8,30781,26.7,40244.627,Great Bend,1.0,1405.0
1419,18822,47571,40.2,60966,38.0,26146,43.2,53585.694,Hallstead,1.0,978.0
1420,18823,65313,36.0,79107,9.1,28438,62.2,48399.852999999996,Harford Township,1.0,1180.0
1421,18824,56667,32.2,77031,33.3,22375,30.0,50610.597,Hop Bottom,1.0,1097.0
1422,18826,72772,40.8,74706,44.7,30179,26.0,70931.098,Kingsley,1.0,462.0
1423,18828,52292,40.5,73333,44.2,46354,32.7,68749.204,Lawton,1.0,510.0
1424,18829,67813,39.5,69656,37.9,27917,44.2,65525.073,Le Raysville,1.0,592.0
1425,18830,53125,41.6,71875,38.7,34375,46.5,65900.0,Little Meadows,1.0,583.0
1426,18831,62222,42.3,64635,52.5,31250,21.6,67003.281,Milan,1.0,554.0
1427,18832,49926,47.7,69188,49.7,26528,42.8,69555.122,Monroeton,1.0,494.0
1428,18833,55603,53.1,71071,50.6,31250,55.3,82768.369,New Albany,1.0,242.0
1429,18834,63368,47.7,70288,49.0,28984,45.1,77739.44,New Milford,1.0,322.0
1430,18837,57578,46.3,61161,49.5,28750,33.8,66650.80900000001,Rome,1.0,567.0
1431,18840,50347,32.2,66589,33.2,36774,29.1,49020.515999999996,Sayre,1.0,1161.0
1432,18842,54583,14.8,63393,13.8,26583,17.4,21451.96,South Gibson,1.0,1619.0
1433,18843,44191,39.2,67019,17.2,42647,48.5,49533.935,Montrose,2.0,1137.0
1434,18844,75313,42.9,79345,47.5,46667,21.6,80078.224,Springville Township,1.0,278.0
1435,18845,70000,52.5,71875,50.4,46953,59.0,100677.27,Stevensville,1.0,91.0
1436,18846,75156,46.7,83482,46.9,66875,46.2,105147.16,Sugar Run,1.0,77.0
1437,18847,47418,39.0,56322,39.7,30633,36.2,51942.0,Susquehanna,1.0,1045.0
1438,18848,44776,47.8,55510,48.9,27241,44.9,60778.527,Towanda,2.0,735.0
1439,18850,51983,45.8,62656,49.0,34271,40.7,68457.951,Ulster,1.0,517.0
1440,18851,62292,41.0,70417,43.6,36000,34.2,68553.532,Warren Center,1.0,514.0
1441,18853,65244,44.2,74537,43.6,33594,43.7,76016.558,Wyalusing,1.0,345.0
1442,18854,58472,46.1,70852,42.2,28603,56.2,72930.022,Wysox,1.0,407.0
1443,18901,103626,36.3,153266,35.7,43062,36.8,108179.016,Doylestown,2.0,66.0
1444,18902,134224,33.2,153588,33.3,65156,32.4,116817.716,Doylestown,1.0,48.0
1445,18914,106978,34.1,122158,34.5,65062,28.0,96841.368,Chalfont,1.0,120.0
1446,18915,98667,42.6,99417,37.8,0,54.9,79611.768,Colmar,1.0,284.0
1447,18917,78971,30.8,92614,46.3,56250,15.3,75809.6,Dublin,1.0,349.0
1448,18920,0,34.6,147273,23.9,0,40.7,35198.247,Erwinna,1.0,1489.0
1449,18923,109381,43.5,109369,47.1,0,0.0,99093.534,Fountainville,1.0,103.0
1450,18925,161512,30.7,174038,32.2,106731,25.2,132520.63199999998,Furlong,2.0,31.0
1451,18929,146212,46.8,156923,47.8,84545,36.9,174633.515,Jamison,1.0,8.0
1452,18930,93281,47.2,110139,46.5,50417,49.1,119998.01400000001,Kintnersville,1.0,45.0
1453,18932,62043,67.4,0,89.2,0,0.0,41816.982,Line Lexington,1.0,1358.0
1454,18938,118877,36.4,160025,36.9,59194,34.5,122742.383,New Hope,1.0,40.0
1455,18940,132214,37.3,159179,38.1,61350,35.0,131435.521,Newtown,1.0,32.0
1456,18942,91615,31.2,105806,31.3,78047,31.1,85973.775,Ottsville,1.0,206.0
1457,18944,104314,38.1,115933,38.8,44180,33.9,99702.65800000001,Perkasie,1.0,98.0
1458,18947,112205,31.9,120551,30.3,58864,37.2,94217.756,Pipersville,1.0,131.0
1459,18950,0,56.0,0,100.0,"250,000+",0.0,0.0,Point Pleasant,1.0,1684.0
1460,18951,79013,37.0,100870,39.8,46141,29.5,82992.665,Quakertown,1.0,239.0
1461,18954,131421,26.3,131648,24.8,39375,45.5,85128.052,Richboro,1.0,218.0
1462,18955,62917,45.5,80000,48.8,42644,39.1,84341.039,Richlandtown,1.0,226.0
1463,18960,86132,31.8,103513,30.3,41742,32.7,72404.049,Sellersville,1.0,419.0
1464,18962,78194,49.0,78935,38.9,56667,66.7,106817.664,Silverdale,1.0,70.0
1465,18964,79931,39.6,97023,36.4,44821,42.1,85838.689,Souderton,1.0,207.0
1466,18966,99189,34.1,126645,33.7,46581,35.1,92852.745,Southampton,1.0,145.0
1467,18969,75125,35.9,111940,31.9,53833,42.4,85503.927,Telford,1.0,210.0
1468,18970,83125,44.4,106250,49.7,44531,34.9,105255.069,Trumbauersville,1.0,76.0
1469,18972,83401,36.1,98144,35.8,58269,36.8,86686.305,Upper Black Eddy,1.0,198.0
1470,18974,76597,43.8,91474,46.3,46987,37.6,93569.06,Warminster,1.0,137.0
1471,18976,106667,33.6,139330,32.4,41394,33.4,94808.62800000001,Warrington Township,1.0,130.0
1472,18977,190202,31.9,198172,36.8,81964,5.8,138355.646,Washington Crossing,1.0,25.0
1473,18980,98125,60.3,125114,61.3,0,56.8,135864.25699999998,Furlong,1.0,29.0
1474,19001,88867,31.2,102813,35.5,44944,18.5,72539.759,Abington,1.0,413.0
1475,19002,117544,30.5,154012,31.5,52550,26.5,98290.45,Ambler,1.0,107.0
1476,19003,105061,31.0,136635,32.2,55952,29.0,92791.46,Ardmore,1.0,147.0
1477,19004,122950,30.8,147222,30.3,79922,31.8,107892.06199999999,Bala Cynwyd,1.0,67.0
1478,19006,104409,38.6,123214,39.0,27138,35.0,97853.634,Huntingdon Valley,1.0,109.0
1479,19007,58802,49.3,67199,51.1,39003,45.0,80879.425,Bristol,1.0,266.0
1480,19008,106551,36.9,125959,36.8,38650,37.2,100048.031,Broomall,1.0,95.0
1481,19009,94167,55.5,110417,46.7,0,76.3,103827.424,Bryn Athyn,1.0,78.0
1482,19010,118529,27.5,149934,27.3,49940,27.4,87211.01699999999,Bryn Mawr,1.0,194.0
1483,19012,100377,32.2,121484,33.8,56146,27.5,88823.136,Cheltenham,1.0,178.0
1484,19013,32431,59.0,38398,62.5,22903,52.1,55065.503,Chester,1.0,926.0
1485,19014,89468,40.0,106807,39.3,53018,41.3,99658.785,Aston,1.0,100.0
1486,19015,66967,45.4,75077,48.7,48958,37.1,85128.935,Brookhaven,1.0,217.0
1487,19017,123700,61.7,0,88.1,23571,0.0,76322.9,Chester Heights,1.0,338.0
1488,19018,68230,34.4,79158,37.6,40254,28.1,64545.902,Clifton Heights,1.0,624.0
1489,19020,70488,43.9,88079,45.6,47483,38.3,89294.245,Bensalem,1.0,175.0
1490,19021,60613,45.2,71171,42.6,29972,46.5,71652.902,Croydon,1.0,440.0
1491,19022,34331,41.9,36910,40.6,26488,43.2,40812.965,Crum Lynne,1.0,1388.0
1492,19023,46222,54.7,58618,56.6,28895,49.9,72879.827,Darby Township,1.0,410.0
1493,19025,143636,32.7,168548,29.2,65735,45.2,125897.20800000001,Dresher,1.0,38.0
1494,19026,73762,32.8,92148,34.7,48677,27.8,69701.49799999999,Drexel Hill,1.0,490.0
1495,19027,82494,35.3,104232,32.8,49214,39.2,82600.366,Elkins Park,1.0,243.0
1496,19029,54688,39.6,60565,40.8,34097,31.3,57039.32900000001,Essington,1.0,847.0
1497,19030,81921,46.7,94737,46.6,42722,39.3,99194.295,Fairless Hills,1.0,102.0
1498,19031,113722,32.2,132083,26.9,42361,43.6,90618.207,Flourtown,1.0,163.0
1499,19032,56169,46.7,64095,53.5,41636,33.5,74469.808,Folcroft,1.0,381.0
1500,19033,83642,34.1,104019,32.0,36094,34.5,74260.432,Folsom,1.0,385.0
1501,19034,125875,25.4,167500,24.9,54107,26.6,88072.212,Fort Washington,1.0,186.0
1502,19035,"250,000+",33.3,"250,000+",35.4,127750,21.9,199727.25,Gladwyne,1.0,6.0
1503,19036,64048,43.2,83041,44.3,34538,39.5,78098.409,Glenolden,1.0,311.0
1504,19038,97515,34.2,119659,33.9,50782,34.8,91586.66699999999,Glenside,1.0,155.0
1505,19040,87775,34.0,109132,33.8,40304,33.4,80191.652,Hatboro,1.0,276.0
1506,19041,138077,34.7,208250,33.8,52969,36.2,137475.997,Haverford,1.0,27.0
1507,19043,88033,26.9,109348,40.2,31489,11.3,71197.03,Holmes,1.0,456.0
1508,19044,84391,31.9,106951,31.1,54841,30.9,77128.359,Horsham,1.0,328.0
1509,19046,104193,39.5,130384,36.4,39951,43.7,106074.59800000001,Jenkintown,1.0,73.0
1510,19047,97362,35.9,119713,36.4,43278,34.5,93459.4,Langhorne,1.0,140.0
1511,19050,54935,50.6,72695,56.0,39688,42.4,85334.022,Lansdowne,1.0,211.0
1512,19053,83636,42.1,102505,40.2,41498,46.0,95506.84599999999,Trevose,1.0,125.0
1513,19054,90960,41.7,100393,40.5,41359,45.3,97325.112,Levittown,2.0,115.0
1514,19055,71958,44.4,84583,42.3,38786,43.1,84444.727,Levittown,3.0,225.0
1515,19056,87188,34.2,100450,34.5,43770,31.6,78304.866,Levittown,4.0,306.0
1516,19057,84074,49.2,88886,52.2,33089,38.4,100469.076,Levittown,1.0,93.0
1517,19060,145682,40.6,153575,39.8,42353,45.1,139370.945,Garnet Valley,1.0,23.0
1518,19061,72533,47.8,86123,48.2,38105,43.7,92833.945,Marcus Hook,1.0,146.0
1519,19063,102401,35.8,136982,34.7,48843,37.1,102313.065,Media,1.0,83.0
1520,19064,116394,36.5,126832,36.4,58600,36.3,109922.45800000001,Springfield,1.0,62.0
1521,19066,220329,22.7,241313,19.3,85000,39.9,130503.09199999999,Merion Station,1.0,34.0
1522,19067,110452,35.9,130939,36.3,57398,34.0,106698.445,Morrisville,1.0,71.0
1523,19070,82917,31.0,111250,31.0,51324,29.0,75075.73,Morton,1.0,368.0
1524,19072,131685,28.6,194201,33.0,67983,18.5,114325.095,Narberth,1.0,54.0
1525,19073,113430,38.5,165000,37.3,52083,40.6,126361.248,Newtown Square,1.0,36.0
1526,19074,77949,41.7,96809,40.6,36190,42.5,87189.93699999999,Norwood,1.0,195.0
1527,19075,97490,34.0,112695,35.1,57069,29.7,89652.038,Oreland,1.0,172.0
1528,19076,59120,39.6,78324,41.8,31058,32.1,66120.57,Prospect Park,1.0,578.0
1529,19078,84063,36.1,102399,35.1,42394,35.3,81253.87400000001,Ridley Park,1.0,262.0
1530,19079,52519,52.5,60025,57.2,34401,43.8,76974.413,Sharon Hill,1.0,332.0
1531,19081,106356,32.6,126358,34.4,51989,29.3,93371.985,Swarthmore,1.0,141.0
1532,19082,45569,53.9,53209,54.0,32120,52.5,70157.55099999999,Upper Darby,1.0,479.0
1533,19083,102055,32.3,126460,32.5,46631,31.0,88518.875,Havertown,1.0,181.0
1534,19085,"250,000+",39.5,"250,000+",39.9,74205,35.4,224768.57,Villanova,1.0,2.0
1535,19086,119724,32.4,142132,31.0,65000,36.4,106511.496,Nether Providence Township,1.0,72.0
1536,19087,144022,27.1,173576,28.0,74700,23.9,105484.54199999999,Wayne,1.0,75.0
1537,19090,81064,31.2,101536,32.4,51390,27.2,72167.712,Willow Grove,1.0,426.0
1538,19094,67679,45.0,89139,64.5,29028,14.7,92217.321,Woodlyn,1.0,150.0
1539,19095,92859,35.7,152188,32.0,32750,37.3,94066.573,Wyncote,1.0,133.0
1540,19096,142434,27.5,213338,25.7,66576,31.7,115101.808,Wynnewood,1.0,52.0
1541,19102,110096,19.9,173929,26.4,83328,17.7,82575.416,Philadelphia,10.0,244.0
1542,19103,79110,27.6,149471,25.8,67637,28.0,79336.238,Philadelphia,16.0,289.0
1543,19104,28603,33.7,38705,36.6,21895,30.8,30548.901,Philadelphia,46.0,1551.0
1544,19106,116368,21.1,180262,28.1,92610,17.8,91691.85,Philadelphia,5.0,154.0
1545,19107,60676,24.7,94459,31.3,51795,22.4,56154.71900000001,Philadelphia,36.0,889.0
1546,19111,51567,41.4,58325,44.4,35703,34.4,59526.87,Philadelphia,30.0,768.0
1547,19113,53125,40.0,0,100.0,43333,20.6,30176.597999999998,Philadelphia,47.0,1555.0
1548,19114,65893,42.5,85259,45.7,40895,37.2,82180.828,Philadelphia,12.0,250.0
1549,19115,57323,40.7,76548,46.9,39659,30.6,71367.12700000001,Philadelphia,21.0,448.0
1550,19116,58203,39.4,73555,42.9,32371,32.2,64910.539000000004,Philadelphia,25.0,616.0
1551,19118,85766,31.1,135119,29.4,51719,31.1,82482.821,Philadelphia,11.0,245.0
1552,19119,73671,38.6,99853,38.6,41838,38.3,83004.218,Philadelphia,9.0,238.0
1553,19120,38996,48.2,42207,54.5,24719,32.5,49832.56200000001,Philadelphia,37.0,1123.0
1554,19121,25162,51.2,36795,56.2,17749,45.5,41637.529,Philadelphia,41.0,1365.0
1555,19122,44758,46.8,48263,55.8,37500,38.3,62239.998,Philadelphia,28.0,692.0
1556,19123,77111,40.1,112607,40.7,63717,39.6,101984.492,Philadelphia,1.0,85.0
1557,19124,36884,46.9,44708,51.1,21603,35.3,47770.242999999995,Philadelphia,39.0,1201.0
1558,19125,79612,33.9,89476,36.7,69047,31.8,81783.106,Philadelphia,13.0,253.0
1559,19126,51858,47.5,63315,48.0,30422,44.8,68652.806,Philadelphia,24.0,513.0
1560,19127,74936,29.6,137396,37.7,64302,26.6,91083.68,Philadelphia,6.0,161.0
1561,19128,76854,30.9,96620,33.4,61932,27.6,73112.198,Philadelphia,19.0,403.0
1562,19129,72328,32.2,111057,36.5,41345,27.8,75319.33099999999,Philadelphia,17.0,359.0
1563,19130,88858,29.5,147855,33.1,74250,27.3,95423.365,Philadelphia,2.0,126.0
1564,19131,39672,56.5,47695,63.8,32302,49.1,68704.372,Philadelphia,23.0,511.0
1565,19132,23256,46.4,38962,59.2,15817,36.7,39661.127,Philadelphia,43.0,1421.0
1566,19133,24725,50.4,27059,56.0,10754,35.9,31475.126,Philadelphia,44.0,1541.0
1567,19134,34374,43.8,33981,46.8,27903,34.7,40641.261,Philadelphia,42.0,1394.0
1568,19135,44329,45.9,48486,51.6,33989,34.1,56956.03599999999,Philadelphia,35.0,855.0
1569,19136,54391,46.0,62876,51.8,34248,35.7,69816.164,Philadelphia,22.0,488.0
1570,19137,53750,45.9,58536,47.6,36186,33.3,64584.324,Philadelphia,26.0,623.0
1571,19138,43556,53.6,50281,61.1,23355,41.8,63830.097,Philadelphia,27.0,639.0
1572,19139,30490,51.4,36604,54.9,21910,46.2,45889.876,Philadelphia,40.0,1256.0
1573,19140,23138,46.9,31601,50.1,12570,37.4,31385.002999999997,Philadelphia,45.0,1544.0
1574,19141,36572,53.8,44503,58.9,24867,46.0,57326.823,Philadelphia,33.0,841.0
1575,19142,35049,60.7,39864,58.3,21218,63.4,57967.667,Philadelphia,32.0,811.0
1576,19143,37434,52.8,46425,58.1,26391,47.0,59141.847,Philadelphia,31.0,780.0
1577,19144,35047,41.0,52192,52.8,23493,30.6,49115.504,Philadelphia,38.0,1157.0
1578,19145,54353,44.5,64413,48.1,43996,38.5,72108.198,Philadelphia,20.0,429.0
1579,19146,77091,37.1,99012,43.8,63681,31.6,92091.213,Philadelphia,4.0,151.0
1580,19147,86147,31.6,132101,36.0,67785,28.2,93894.18199999999,Philadelphia,3.0,134.0
1581,19148,60226,44.1,65015,51.6,48203,30.8,74953.93,Philadelphia,18.0,369.0
1582,19149,47196,45.3,50796,47.4,30380,38.5,57153.392,Philadelphia,34.0,844.0
1583,19150,51163,52.6,65996,63.2,31658,37.8,80587.93400000001,Philadelphia,15.0,272.0
1584,19151,47174,59.3,64438,61.0,34676,55.3,86457.19,Philadelphia,7.0,201.0
1585,19152,55927,37.6,68837,38.6,40401,34.4,61497.578,Philadelphia,29.0,715.0
1586,19153,54485,54.2,60716,49.9,43322,58.5,85171.524,Philadelphia,8.0,215.0
1587,19154,72161,41.7,87376,43.8,37727,34.0,81189.005,Philadelphia,14.0,263.0
1588,19301,95430,33.0,134375,32.3,55083,34.4,93843.57699999999,Paoli,1.0,135.0
1589,19310,68788,41.2,86607,41.0,43625,42.2,82259.276,Atglen,1.0,249.0
1590,19311,125104,38.3,141741,34.0,88875,47.8,138589.022,Avondale,1.0,24.0
1591,19312,164844,29.8,198139,27.2,58940,38.9,125944.98,Berwyn,1.0,37.0
1592,19316,79375,52.5,108424,39.2,0,79.5,84174.08300000001,Coatesville,1.0,229.0
1593,19317,143694,29.5,178661,26.0,53875,40.0,110391.59,Chadds Ford Historic District,1.0,60.0
1594,19319,246583,68.6,246583,68.6,0,0.0,338311.876,Cheyney,1.0,1.0
1595,19320,76710,38.1,88394,37.4,49303,39.2,81612.642,Coatesville,2.0,256.0
1596,19330,98333,43.5,104500,37.2,71250,55.0,120836.355,Cochranville,1.0,43.0
1597,19333,108674,25.4,163948,25.2,60951,26.0,84765.352,Devon,1.0,223.0
1598,19335,116895,32.0,142474,31.0,52271,34.1,99397.75099999999,Downingtown,1.0,101.0
1599,19341,107338,29.9,122529,33.3,60616,22.1,86292.355,Exton,1.0,203.0
1600,19342,112373,45.6,149500,44.8,52500,45.4,142053.08800000002,Glen Mills,1.0,19.0
1601,19343,136528,28.7,147091,26.3,42371,34.9,92655.948,Glenmoore,1.0,149.0
1602,19344,70999,47.9,81581,49.3,33789,41.5,88250.38900000002,Honey Brook,1.0,184.0
1603,19348,96729,37.1,122092,34.4,48382,40.0,97238.90699999999,Kennett Square,1.0,117.0
1604,19350,141875,31.2,153542,30.3,66667,34.1,113521.67300000001,Landenberg,1.0,56.0
1605,19352,125719,31.5,135714,30.9,63287,34.6,103434.413,Lincoln University,1.0,79.0
1606,19355,133686,31.0,153654,29.1,84556,35.7,116342.466,Malvern,1.0,50.0
1607,19358,37147,41.6,37500,40.9,32159,38.5,43171.867,Coatesville,3.0,1326.0
1608,19362,70668,46.0,76000,44.2,51250,41.7,87470.53,Nottingham,1.0,191.0
1609,19363,83949,36.5,95046,39.5,52304,25.9,81731.291,Oxford,1.0,254.0
1610,19365,83583,32.9,92574,33.2,33098,30.4,68295.167,Parkesburg,1.0,522.0
1611,19372,60278,48.0,62338,55.2,24646,17.8,67731.004,Thorndale,1.0,536.0
1612,19373,184500,34.4,199773,37.0,0,0.0,137384.01,Thornton,1.0,28.0
1613,19380,106738,33.0,137818,32.5,56076,33.2,98631.62199999999,West Chester,1.0,105.0
1614,19382,104232,29.6,142798,27.2,50878,32.2,86076.444,West Chester,2.0,205.0
1615,19390,85722,35.1,106981,35.0,32500,33.9,78549.272,West Grove,1.0,304.0
1616,19401,58782,37.6,68666,39.8,39741,31.7,62028.997,Norristown,2.0,700.0
1617,19403,85248,32.4,110818,33.6,49703,28.9,79219.367,Norristown,1.0,294.0
1618,19405,52370,31.2,68750,37.7,44303,22.7,52314.971,Bridgeport,1.0,1031.0
1619,19406,97305,28.0,110286,31.0,70755,23.8,78273.75,King of Prussia,1.0,308.0
1620,19422,126108,30.1,162159,33.3,60655,18.9,103421.25,Blue Bell,1.0,80.0
1621,19425,177641,32.1,198418,30.7,60673,39.3,141781.576,Chester Springs,1.0,20.0
1622,19426,128070,27.2,151023,26.3,53803,29.2,90264.565,Collegeville,1.0,167.0
1623,19428,98031,30.3,120634,32.8,79813,27.4,91140.10699999999,Conshohocken,1.0,160.0
1624,19436,61051,51.3,150500,46.2,55083,55.1,131200.896,Gwynedd,1.0,33.0
1625,19437,133153,36.6,0,39.1,26776,14.8,52696.846,Ambler,2.0,1013.0
1626,19438,115748,29.6,136336,29.3,54196,28.8,89816.304,Harleysville,1.0,170.0
1627,19440,86696,32.9,103827,32.5,40440,33.5,75814.159,Hatfield,1.0,348.0
1628,19444,121424,31.0,165170,30.5,60599,31.7,107228.17300000001,Lafayette Hill,1.0,69.0
1629,19446,87083,31.9,110896,30.8,48493,33.5,78180.6,Lansdale,1.0,310.0
1630,19453,64301,28.5,116453,36.5,48632,6.6,64040.842000000004,Mont Clare,1.0,636.0
1631,19454,94410,32.0,120911,30.8,50893,34.2,84857.194,North Wales,1.0,222.0
1632,19456,66891,76.1,66633,76.6,0,74.6,101944.929,Oaks,1.0,86.0
1633,19460,104504,30.6,128750,29.2,63638,32.0,89937.384,Phoenixville,1.0,168.0
1634,19462,101843,34.1,127869,35.1,44568,31.4,93604.834,Plymouth Meeting,1.0,136.0
1635,19464,64942,33.0,80040,32.0,35240,32.6,58531.9,Pottstown,2.0,797.0
1636,19465,86875,36.9,108257,38.3,44470,30.9,87260.536,Pottstown,1.0,193.0
1637,19468,82972,24.6,98042,25.1,52635,19.1,55072.93900000001,Royersford,1.0,925.0
1638,19473,112392,28.6,122473,31.7,62645,19.5,83183.828,Schwenksville,1.0,235.0
1639,19474,107868,21.8,115761,0.0,68728,50.6,58291.592000000004,Collegeville,2.0,804.0
1640,19475,85321,30.7,109968,28.6,45617,31.7,72104.984,Spring City,1.0,430.0
1641,19492,30882,62.1,0,48.1,0,64.7,19177.721999999998,Zieglersville,1.0,1631.0
1642,19501,62702,57.9,58750,50.1,39375,80.9,97592.58300000001,Adamstown,1.0,110.0
1643,19503,57146,36.3,75792,43.2,41500,24.3,63570.642,Bally,1.0,645.0
1644,19504,82642,38.3,91964,42.2,43068,22.4,80107.92599999999,Barto,1.0,277.0
1645,19505,85423,27.2,86694,23.1,0,40.7,43261.37,Bechtelsville,1.0,1323.0
1646,19506,83542,45.1,98910,45.6,34044,42.5,97249.102,Bernville,1.0,116.0
1647,19507,74087,52.5,88000,47.7,33227,60.5,100974.01,Bethel,1.0,90.0
1648,19508,73442,36.1,83795,34.5,34018,37.6,68212.605,Birdsboro,1.0,525.0
1649,19510,103265,30.0,124145,32.7,52341,20.8,82461.843,Blandon,1.0,246.0
1650,19512,71847,34.7,81860,37.3,43868,29.1,68230.277,Boyertown,1.0,523.0
1651,19518,99130,34.4,113204,33.3,33630,37.1,84274.382,Douglassville,1.0,227.0
1652,19520,86005,34.4,105292,37.4,33598,27.5,78204.378,Elverson,1.0,309.0
1653,19522,79232,34.1,90119,35.9,38601,29.6,70796.729,Fleetwood,1.0,465.0
1654,19523,"2,500-",82.3,0,0.0,0,100.0,2057.5,Birdsboro,2.0,1676.0
1655,19525,120841,38.2,132521,36.4,60208,45.1,121552.714,Gilbertsville,1.0,41.0
1656,19526,57448,37.5,71968,40.2,38843,29.7,62010.50700000001,Hamburg,2.0,701.0
1657,19529,84643,29.9,90600,27.8,37429,34.3,63333.20400000001,Kempton,1.0,653.0
1658,19530,62662,42.8,92861,40.7,32000,44.7,78917.76299999999,Kutztown,1.0,297.0
1659,19533,82596,43.7,101838,42.8,40461,44.1,97524.41699999999,Leesport,1.0,113.0
1660,19534,73239,33.7,75882,37.4,40950,18.6,60678.111,Lenhartsville,1.0,741.0
1661,19536,55469,45.6,65705,42.5,46220,49.6,76143.609,Lyon Station,1.0,343.0
1662,19539,67344,33.6,77195,33.0,38286,31.5,60162.02400000001,Mertztown,1.0,754.0
1663,19540,86897,32.9,107938,31.6,40103,36.7,77415.322,Mohnton,1.0,324.0
1664,19541,75946,40.9,82727,42.6,44583,32.4,80748.508,Mohrsville,1.0,269.0
1665,19543,100037,31.8,101742,32.1,59837,30.8,82900.744,Morgantown,1.0,241.0
1666,19544,73750,51.6,0,46.2,0,80.0,38055.0,Myerstown,2.0,1446.0
1667,19545,73402,2.6,73485,3.9,63807,0.0,4774.367,Boyertown,2.0,1672.0
1668,19547,87037,32.7,112476,35.1,39076,28.9,79233.13900000001,Oley,1.0,293.0
1669,19549,55139,48.9,60417,43.8,40625,60.5,78003.742,Port Clinton,1.0,315.0
1670,19550,53571,61.2,85208,54.2,26750,69.6,97586.18800000001,Rehrersburg,1.0,111.0
1671,19551,78527,42.5,92917,40.5,44934,46.2,91764.868,Robesonia,1.0,153.0
1672,19554,80417,76.6,91719,85.7,26500,44.7,152048.105,Hamburg,1.0,12.0
1673,19555,66658,34.4,81875,32.0,37917,37.1,63197.559,Shoemakersville,1.0,658.0
1674,19559,53500,54.7,75865,58.0,25972,44.0,84693.88,Strausstown,1.0,224.0
1675,19560,63742,49.8,75842,47.9,45298,51.6,91445.602,Temple,1.0,157.0
1676,19562,67108,27.5,82553,27.8,42417,27.3,52984.275,Topton,1.0,999.0
1677,19564,91417,100.0,0,100.0,0,100.0,91417.0,Virginville,1.0,158.0
1678,19565,58447,36.8,93726,34.3,36147,39.6,67970.726,Wernersville,1.0,529.0
1679,19567,66891,36.2,77261,36.7,35571,34.8,64948.037000000004,Womelsdorf,1.0,613.0
1680,19601,32430,55.3,43406,58.0,20330,49.3,53131.96,Reading,9.0,995.0
1681,19602,32262,54.2,36774,62.6,19798,41.2,48663.304000000004,Reading,10.0,1169.0
1682,19604,39122,55.1,47979,55.8,19813,48.6,57957.622,Reading,7.0,812.0
1683,19605,73705,42.1,83728,43.7,52690,35.8,86481.961,Reading,2.0,200.0
1684,19606,70827,41.0,85146,42.8,39444,33.7,78774.186,Reading,4.0,301.0
1685,19607,70422,37.2,84462,40.9,48806,30.1,75432.548,Reading,5.0,358.0
1686,19608,90987,37.7,99684,35.2,55079,43.1,93129.916,Reading,1.0,144.0
1687,19609,77537,36.1,88438,36.8,42500,34.4,75156.041,Reading,6.0,364.0
1688,19610,80781,34.7,125697,31.0,45078,40.6,85298.745,Reading,3.0,212.0
1689,19611,45298,43.1,46775,46.6,38618,35.5,55029.977999999996,Reading,8.0,927.0
