Zip_code,Total population,Population < 5 years,Population between 65 to 74 years,Population between 75 to 84 years,Population >= 85,Median age (years),city,total targeted population,city rank,rank
19363,17170,1185,1559,571,259,37.2,Oxford,3574,1.0,287.0
19365,7496,582,651,243,85,36.2,Parkesburg,1561,1.0,548.0
19372,2042,101,123,289,12,41.9,Thorndale,525,1.0,925.0
19373,4389,173,239,89,0,37.3,Thornton,501,1.0,943.0
19380,50501,2176,5821,2943,1679,42.8,West Chester,12619,1.0,12.0
19382,54748,2705,6037,2352,871,39.2,West Chester,11965,2.0,15.0
19390,13821,863,1443,747,507,40.3,West Grove,3560,1.0,289.0
19401,41287,3247,3194,1589,980,35.3,Norristown,9010,2.0,51.0
19403,46794,2325,4820,2758,1512,44.5,Norristown,11415,1.0,20.0
19405,4648,347,261,124,16,32.8,Bridgeport,748,1.0,806.5
19406,26631,1543,2241,1407,582,36.8,King of Prussia,5773,1.0,150.0
19422,19018,1078,2080,1454,924,44.8,Blue Bell,5536,1.0,159.0
19425,16445,983,1034,299,84,40.2,Chester Springs,2400,1.0,413.5
19426,40870,1829,3024,1281,516,41.1,Collegeville,6650,1.0,116.0
19428,18215,712,1536,552,250,33.3,Conshohocken,3050,1.0,334.0
19436,722,19,83,180,207,75.6,Gwynedd,489,1.0,954.0
19437,1091,26,107,46,76,47.0,Ambler,255,2.0,1180.0
19438,24812,1189,2354,1107,906,44.9,Harleysville,5556,1.0,157.0
19440,19218,920,1967,843,293,39.3,Hatfield,4023,1.0,252.0
19444,10855,572,1065,689,657,42.6,Lafayette Hill,2983,1.0,344.0
19446,58570,2738,6263,3749,2514,43.7,Lansdale,15264,1.0,3.0
19453,1691,71,110,109,30,51.2,Mont Clare,320,1.0,1105.5
19454,27562,1219,2541,1411,974,44.5,North Wales,6145,1.0,131.0
19456,869,0,22,17,14,41.4,Oaks,53,1.0,1530.5
19460,41615,2697,3373,2260,499,37.2,Phoenixville,8829,1.0,55.0
19462,15203,978,1485,972,429,41.7,Plymouth Meeting,3864,1.0,264.0
19464,47040,3016,3744,1864,1266,38.3,Pottstown,9890,1.0,33.0
19465,17750,863,1549,852,601,44.3,Pottstown,3865,2.0,263.0
19468,25284,1344,2152,1092,583,40.3,Royersford,5171,1.0,169.0
19473,17910,454,1217,723,287,41.1,Schwenksville,2681,1.0,384.0
19474,344,0,44,16,0,57.6,Collegeville,60,2.0,1507.0
19475,11457,865,822,489,256,39.1,Spring City,2432,1.0,408.0
19492,456,0,47,107,233,85.1,Zieglersville,387,1.0,1046.5
19501,1145,87,96,33,0,33.0,Adamstown,216,1.0,1208.5
19503,1410,51,117,72,58,38.8,Bally,298,1.0,1133.0
19504,4599,203,522,329,221,51.5,Barto,1275,1.0,615.0
19505,3546,65,809,279,42,53.1,Bechtelsville,1195,1.0,640.0
19506,7034,345,982,316,100,47.6,Bernville,1743,1.0,507.0
19507,3358,173,312,127,8,35.2,Bethel,620,1.0,869.5
19508,15523,939,1663,832,248,43.0,Birdsboro,3682,1.0,275.0
19510,8949,325,569,285,240,42.3,Blandon,1419,1.0,580.0
19512,16736,890,2150,978,441,47.2,Boyertown,4459,1.0,219.0
19518,15619,841,1545,800,364,42.0,Douglassville,3550,1.0,291.0
19520,5889,287,988,390,334,51.8,Elverson,1999,1.0,473.0
19522,13531,499,1557,816,237,47.2,Fleetwood,3109,1.0,327.0
19523,95,22,0,14,0,57.1,Birdsboro,36,2.0,1600.5
19525,17148,1280,1447,482,232,39.0,Gilbertsville,3441,1.0,297.0
19526,11415,380,1322,677,281,45.5,Hamburg,2660,1.0,386.0
19529,4028,242,564,154,807,54.8,Kempton,1767,1.0,503.0
19530,15939,787,1110,691,400,27.3,Kutztown,2988,1.0,342.0
19533,8378,277,884,444,442,45.9,Leesport,2047,1.0,461.0
19534,1597,127,159,115,26,46.9,Lenhartsville,427,1.0,1009.0
19536,552,30,71,15,6,45.0,Lyon Station,122,1.0,1343.0
19539,4740,309,547,224,116,47.2,Mertztown,1196,1.0,639.0
19540,11342,777,1121,508,154,44.9,Mohnton,2560,1.0,394.0
19541,4598,305,569,186,54,44.3,Mohrsville,1114,1.0,673.0
19543,5816,222,366,247,72,41.1,Morgantown,907,1.0,730.5
19544,159,5,31,4,3,51.0,Myerstown,43,2.0,1569.5
19545,1015,0,0,0,0,32.5,Boyertown,0,2.0,1686.0
19547,4684,228,342,476,47,40.9,Oley,1093,1.0,683.0
19549,373,27,25,22,1,36.8,Port Clinton,75,1.0,1462.5
19550,602,39,36,18,0,40.0,Rehrersburg,93,1.0,1402.0
19551,4524,188,490,175,113,45.9,Robesonia,966,1.0,716.5
19554,436,9,27,10,14,42.4,Hamburg,60,2.0,1507.0
19555,3344,169,388,195,55,47.1,Shoemakersville,807,1.0,776.0
19559,322,52,11,9,11,28.4,Strausstown,83,1.0,1433.0
19560,8170,340,843,541,283,45.6,Temple,2007,1.0,469.5
19562,2602,100,305,227,188,45.8,Topton,820,1.0,773.0
19564,66,0,0,0,0,47.4,Virginville,0,1.0,1686.0
19565,8789,515,1541,422,415,46.6,Wernersville,2893,1.0,355.0
19567,5628,351,527,285,110,36.7,Womelsdorf,1273,1.0,616.0
19601,33382,2967,2364,936,412,31.4,Reading,6679,2.0,114.0
19602,16410,1420,1094,529,174,32.1,Reading,3217,8.0,314.0
19604,29069,1986,1541,822,260,28.5,Reading,4609,7.0,207.0
19605,18863,1082,1805,1253,677,42.6,Reading,4817,6.0,196.0
19606,35750,1852,3545,1640,667,40.7,Reading,7704,1.0,75.0
19607,22985,1256,2466,1252,903,40.7,Reading,5877,3.0,146.0
19608,23304,1371,2450,1217,376,44.3,Reading,5414,4.0,162.0
19609,10066,655,865,629,272,35.7,Reading,2421,10.0,411.0
19610,15871,559,1950,1514,909,46.1,Reading,4932,5.0,189.0
19611,10707,898,904,510,338,34.5,Reading,2650,9.0,388.0
