city,zipcode,population,young_population,old_population,income_median,no_of_competitors,weighted_scores,rank
Glenwillard,15046,2573,131,543,65244.252,0.0,25572.25,791.0
Linden,17744,2881,152,691,59157.977,0.0,25573.75,792.0
Trafford,15085,7479,344,1800,40222.245,0.0,25574.25,793.0
Bainbridge,17502,2673,210,331,70802.571,0.0,25575.0,794.0
Johnstown,15906,10364,620,2220,26971.688,0.0,25575.75,795.0
Homer City,15748,7216,363,1260,46520.395,0.0,25576.25,796.0
Kersey,15846,3455,109,634,62410.95,0.0,25576.5,797.0
Curwensville,16833,5265,324,1160,48476.458,0.0,25577.5,798.0
Holmes,19043,2828,166,354,71197.03,0.0,25577.75,799.0
Henryville,18332,3309,105,347,75701.87700000001,0.0,25580.5,800.0
Boiling Springs,17007,5888,327,1376,44230.380999999994,0.0,25582.75,801.5
Berlin,15530,5167,330,1363,44496.10400000001,0.0,25582.75,801.5
Richlandtown,18955,1414,66,315,84341.039,0.0,25583.0,803.0
Fawn Grove,17321,2304,141,402,69270.606,0.0,25583.75,804.0
Liverpool,17045,3687,181,709,56882.358,0.0,25584.25,805.0
Templeton,16259,2070,109,396,70972.121,0.0,25585.0,806.0
Mount Gretna,17064,528,0,262,220592.78399999999,0.0,25586.75,807.0
Georgetown,15043,2228,150,483,64122.208,0.0,25587.75,808.5
Columbia Cross Roads,16914,2461,138,422,67802.158,0.0,25587.75,808.5
Carmichaels,15320,5157,230,1083,49547.765,0.0,25588.0,810.0
Tarrs,15688,1052,38,239,111825.778,0.0,25588.75,811.0
Houtzdale,16651,5818,153,733,56426.707,0.0,25589.5,812.0
Rural Valley,16249,1952,78,337,77896.644,0.0,25590.5,813.0
Cochranton,16314,5240,298,1104,48166.456,0.0,25590.75,814.0
Mount Holly Springs,17065,3559,167,625,58200.559,0.0,25592.5,815.0
Johnstown,15909,4703,208,1140,48577.569,0.0,25593.0,816.0
Gardners,17324,4061,249,979,49764.78400000001,0.0,25593.25,817.0
Essington,19029,4027,197,640,57039.32900000001,0.0,25593.5,818.5
Allenwood,17810,5884,228,395,63725.083,0.0,25593.5,818.5
Lawrence,15055,1030,70,360,74799.47,0.0,25593.75,820.0
Coplay,18037,7577,297,1383,42955.297999999995,0.0,25594.75,821.0
Newfoundland,18445,2493,173,735,55117.803,0.0,25595.0,822.5
Portersville,16051,2896,83,522,64488.191,0.0,25595.0,822.5
Zion Grove,17985,1232,37,263,96463.829,0.0,25595.75,824.0
Albion,16401,6431,240,904,51461.527,0.0,25596.75,825.5
Springdale,15144,4002,205,953,51087.267,0.0,25596.75,825.5
Loysville,17047,2815,326,403,59683.414000000004,0.0,25597.0,827.5
Spring Church,15686,891,38,285,87903.43699999999,0.0,25597.0,827.5
Monroeton,18832,1944,124,375,69555.122,0.0,25598.0,829.0
Brogue,17309,2251,229,480,60478.279,0.0,25598.25,830.5
Ulster,18850,1965,99,408,68457.951,0.0,25598.25,830.5
Newburg,17240,3981,424,591,53272.513,0.0,25598.75,832.0
Markleysburg,15459,1625,73,380,72065.815,0.0,25599.25,833.5
Brockway,15824,4962,298,1086,47363.448,0.0,25599.25,833.5
York Springs,17372,4028,209,616,56857.825999999994,0.0,25599.5,835.0
Harborcreek,16421,2606,72,525,64082.07,0.0,25600.25,836.0
Bushkill,18324,9249,334,1245,43524.914000000004,0.0,25600.5,837.0
Bolivar,15923,1817,102,358,71245.22,0.0,25600.75,838.0
Scenery Hill,15360,1785,97,342,72488.33099999999,0.0,25602.5,839.5
Nuremberg,18241,587,19,266,94111.214,0.0,25602.5,839.5
McVeytown,17051,4729,207,1246,45562.710999999996,0.0,25603.5,842.0
McClure,17841,4666,267,934,49387.232,0.0,25603.5,842.0
McConnellsburg,17233,5214,238,1117,47383.665,0.0,25603.5,842.0
West Alexander,15376,1547,43,371,74536.375,0.0,25606.0,844.0
Prosperity,15329,1547,88,256,81469.61099999999,0.0,25606.75,845.0
Enon Valley,16120,2450,173,508,60369.558,0.0,25607.5,846.0
Sugar Run,18846,951,46,211,105147.16,0.0,25607.75,847.0
Williamsburg,16693,4066,255,644,53927.140999999996,0.0,25608.0,848.0
Fombell,16123,2625,105,240,80574.135,0.0,25609.5,849.0
Smithfield,15478,5554,208,1005,48496.82,0.0,25609.75,850.0
Williamsport,17728,4636,194,1043,47787.895,0.0,25610.75,851.0
Bakerstown,15007,629,0,414,73456.875,0.0,25611.25,852.0
New Paris,15554,2422,102,489,62713.677,0.0,25612.25,853.0
Equinunk,18417,1014,83,268,79196.142,0.0,25613.0,854.0
Perryopolis,15473,3495,106,1111,47983.725,0.0,25613.5,855.0
Central City,15926,2478,85,544,60814.63,0.0,25614.25,856.0
Brownsville,15417,8398,378,1552,34976.82,0.0,25614.75,857.5
Abington Township,18471,722,115,94,134671.025,0.0,25614.75,857.5
Lawrenceville,16929,2503,111,475,62243.386,0.0,25616.5,859.0
Hollsopple,15935,3084,135,657,55753.95,0.0,25617.0,860.0
Julian,16844,2623,123,440,63028.575999999994,0.0,25618.75,861.5
Loganton,17747,3494,276,447,57067.542,0.0,25618.75,861.5
Hallstead,18822,3096,169,698,53585.694,0.0,25619.0,863.0
Shippenville,16254,3572,157,820,51798.888,0.0,25619.5,864.0
Wysox,18854,1715,90,307,72930.022,0.0,25620.5,865.0
Warfordsburg,17267,2854,139,626,55772.81400000001,0.0,25622.75,866.0
Pulaski Township,16143,2157,24,509,63405.177,0.0,25623.0,867.0
Kulpmont,17834,3222,151,831,51161.245,0.0,25624.0,868.0
Emlenton,16373,3172,179,655,53728.924000000006,0.0,25625.5,869.0
McClellandtown,15458,2449,168,534,57148.664000000004,0.0,25625.75,870.0
Industry,15052,2958,142,563,56975.735,0.0,25626.25,871.0
Pleasant Mount,18453,1073,147,302,67941.828,0.0,25627.5,872.5
Beavertown,17813,2094,113,457,61890.535,0.0,25627.5,872.5
Penn Run,15765,1541,78,349,69358.45,0.0,25629.5,874.0
Danielsville,18038,3562,83,692,54590.648,0.0,25629.75,875.5
Pittsburgh,15204,7905,390,1188,38676.663,0.0,25629.75,875.5
Adamstown,19501,1145,87,129,97592.58300000001,0.0,25631.5,877.0
Loretto,15940,3860,92,386,65151.99400000001,0.0,25632.5,878.0
St. Thomas,17252,3681,265,559,53129.802,0.0,25634.25,879.0
Jefferson,15344,1628,125,336,65291.837,0.0,25635.75,880.0
Mehoopany,18629,1838,100,500,59138.44,0.0,25636.0,881.5
Topton,19562,2602,100,720,52984.275,0.0,25636.0,881.5
Blossburg,16912,2544,184,235,68475.436,0.0,25636.25,883.0
Kingsley,18826,1289,52,336,70931.098,0.0,25637.0,884.0
Greeley,18425,1059,34,247,81356.274,0.0,25637.5,885.0
Williamstown,17098,2307,82,390,64683.487,0.0,25638.5,886.0
Bird-in-Hand,17505,1460,201,201,69827.144,0.0,25639.0,887.5
Champion,15622,1159,0,382,71225.073,0.0,25639.0,887.5
Richfield,17086,2115,142,411,60714.667,0.0,25640.75,889.5
Unityville,17774,1369,50,308,72508.93,0.0,25640.75,889.5
Volant,16156,3148,180,579,53773.00900000001,0.0,25641.25,891.5
Woodland,16881,2446,117,402,61901.035,0.0,25641.25,891.5
Centerville,16404,3286,202,788,49059.595,0.0,25644.0,893.0
Jackson Center,16133,1516,106,346,65102.75,0.0,25644.25,894.0
Fountainville,18923,1235,94,93,99093.534,0.0,25648.75,895.0
Lowber,15660,448,14,141,138244.25,0.0,25649.5,896.0
Montgomery,17752,4503,387,709,46646.362,0.0,25649.75,897.0
Bechtelsville,19505,3546,65,1130,43261.37,0.0,25650.5,898.0
Dublin,18917,2110,61,242,75809.6,0.0,25651.0,899.0
Herminie,15640,676,107,52,120995.454,0.0,25651.75,900.5
Winfield,17889,2609,137,520,55684.01,0.0,25651.75,900.5
New Castle,16102,5694,392,1118,35390.263,0.0,25652.75,902.0
Clymer,15728,3447,155,602,52618.892,0.0,25654.25,903.0
Parker,16049,2982,125,671,51531.364,0.0,25654.75,904.0
Bartonsville,18321,1642,38,389,65196.060999999994,0.0,25655.25,906.0
Claysburg,16625,4044,200,882,46266.819,0.0,25655.25,906.0
Amity,15311,1369,100,240,71889.401,0.0,25655.25,906.0
East Springfield,16411,1390,56,253,74414.155,0.0,25655.75,908.0
Rebersburg,16872,1556,108,191,75277.365,0.0,25656.0,909.5
Summerdale,17093,1611,85,66,120414.825,0.0,25656.0,909.5
Tionesta,16353,2976,122,978,45545.13,0.0,25656.75,911.0
Muncy Valley,18626,519,4,253,80559.525,0.0,25657.0,912.0
Polk,16342,2202,82,529,56300.208,0.0,25657.25,913.5
Aspers,17304,2795,99,479,57375.928,0.0,25657.25,913.5
Saxton,16678,2456,141,693,50550.355,0.0,25657.5,915.0
Jamestown,16134,3927,183,1023,41373.311,0.0,25659.75,916.0
Mineral Point,15942,2121,98,419,59182.514,0.0,25660.75,917.5
Bridgeport,19405,4648,347,401,52314.971,0.0,25660.75,917.5
Shinglehouse,16748,2824,242,661,48423.692,0.0,25661.25,920.0
Boswell,15531,3672,248,895,43594.843,0.0,25661.25,920.0
Bryn Athyn,19009,885,4,154,103827.424,0.0,25661.25,920.0
Dayton,16222,2923,298,450,52187.25700000001,0.0,25661.5,922.0
Duquesne,15110,5534,683,629,38685.037000000004,0.0,25663.0,923.5
Knox,16232,4199,254,737,46554.376,0.0,25663.0,923.5
Leeper,16233,1208,29,347,67407.089,0.0,25663.5,925.0
Hopwood,15445,2690,108,721,49846.049000000006,0.0,25663.75,926.0
Clarksville,15322,1655,51,322,67692.052,0.0,25664.0,927.0
Wellsville,17365,2206,36,448,60175.74,0.0,25667.5,928.0
Shohola,18458,2968,134,649,50535.755,0.0,25668.25,929.0
Canton,17724,4840,365,967,36811.575,0.0,25668.5,930.0
Port Trevorton,17864,2222,245,331,56207.288,0.0,25670.25,931.0
Stevensville,18845,345,17,132,100677.27,0.0,25670.5,932.0
Ardara,15615,330,0,124,173525.09399999998,0.0,25671.75,933.0
Karthaus,16845,984,37,219,77007.049,0.0,25672.0,934.5
Hereford Township,18056,1510,18,158,91527.36099999999,0.0,25672.0,934.5
Millville,17846,4052,222,879,42802.605,0.0,25673.0,936.0
Sycamore,15364,784,48,134,87599.93,0.0,25673.25,937.0
Millmont,17845,1902,104,346,61054.162000000004,0.0,25675.75,938.5
Trumbauersville,18970,665,29,109,105255.069,0.0,25675.75,938.5
Rockwood,15557,3358,121,721,48293.907999999996,0.0,25676.0,940.0
Alexandria,16611,2624,115,534,52925.515,0.0,25677.0,941.0
Smicksburg,16256,2116,267,214,58377.812999999995,0.0,25680.5,942.0
Trout Run,17771,3168,115,654,49432.638,0.0,25680.75,943.0
Terre Hill,17581,824,43,119,90450.87,0.0,25681.25,944.0
Stillwater,17878,1546,65,395,59206.225,0.0,25682.0,945.5
Austin,16720,1238,52,315,65247.712999999996,0.0,25682.0,945.5
Cecil,15321,1497,137,205,66979.007,0.0,25682.5,947.5
Herminie,15637,1239,54,335,63491.733,0.0,25682.5,947.5
Guys Mills,16327,2813,136,557,51562.575999999994,0.0,25682.75,949.0
Smethport,16749,4039,169,981,39827.966,0.0,25683.0,950.0
Derry,15779,679,16,154,87849.088,0.0,25684.0,951.5
Port Carbon,17965,1890,147,419,54964.44,0.0,25684.0,951.5
Needmore,17238,1701,117,331,59884.485,0.0,25685.75,953.0
Davidsville,15928,2094,147,724,46109.49,0.0,25686.25,954.0
St. Clair,17970,3167,87,698,48458.748,0.0,25686.5,955.0
Spring Mills,16875,4042,144,779,44370.018,0.0,25687.25,956.0
Springboro,16435,1806,111,339,59220.95,0.0,25688.0,958.0
Sterling Township,18463,286,7,100,149772.407,0.0,25688.0,958.0
Hickory,15340,1172,15,470,57409.615999999995,0.0,25688.0,958.0
Indian Lake,15563,2986,154,750,44815.449,0.0,25688.75,960.0
Rossiter,15772,1748,93,325,61198.928,0.0,25689.0,961.0
Lenhartsville,19534,1597,127,300,60678.111,0.0,25689.5,962.0
Wampum,16157,2930,77,727,47608.74400000001,0.0,25689.75,963.0
Mount Morris,15349,1497,112,293,62062.549000000006,0.0,25690.25,964.5
Donora,15033,4675,306,959,32908.259,0.0,25690.25,964.5
Petrolia,16050,1283,43,247,69612.948,0.0,25691.5,966.0
Manorville,16238,487,22,99,102488.30099999999,0.0,25692.5,967.5
Mehoopany,18614,1937,85,565,51443.78,0.0,25692.5,967.5
Tremont,17981,2669,82,573,51297.31200000001,0.0,25693.25,969.0
Genesee Township,16923,1481,81,347,59657.848,0.0,25693.5,970.0
Cowansville,16218,1326,54,262,66972.674,0.0,25694.0,971.0
Trevorton,17881,1375,98,310,61295.35400000001,0.0,25694.75,972.0
Donegal,15628,644,35,139,82917.808,0.0,25695.0,973.0
Buena Vista,15018,1296,103,270,62943.699,0.0,25695.5,974.0
Mapleton,17052,1573,72,267,65244.885,0.0,25696.75,975.0
Bear Lake,16402,836,30,157,78860.784,0.0,25697.75,976.5
Middlebury Center,16935,1126,82,241,65543.36200000001,0.0,25697.75,976.5
Gordon,17936,969,60,170,73441.069,0.0,25698.75,979.0
Sandy Lake,16145,2953,163,703,44648.215,0.0,25698.75,979.0
Mill Run,15464,1498,48,221,70008.07,0.0,25698.75,979.0
Milan,18831,1023,11,296,67003.281,0.0,25699.5,981.0
Clearville,15535,2018,51,456,55090.032999999996,0.0,25700.0,982.0
Seneca,16346,3615,321,843,34927.961,0.0,25700.25,983.0
Tower City,17980,2931,129,586,48958.845,0.0,25700.5,984.0
Pennsylvania Furnace,16865,1763,38,414,57586.32700000001,0.0,25700.75,985.5
Ebensburg,15948,556,0,139,88352.177,0.0,25700.75,985.5
Cherry Tree,15724,2059,47,530,52671.84,0.0,25701.25,987.5
Silverdale,18962,361,22,86,106817.664,0.0,25701.25,987.5
Harrisonville,17228,1062,79,230,66625.995,0.0,25702.25,989.0
Dawson,15428,1880,77,358,57853.191,0.0,25704.5,990.5
Ashville,16613,1277,53,312,62458.199,0.0,25704.5,990.5
Coral,15731,334,0,130,90278.246,0.0,25706.0,992.0
Berrysburg,17005,295,27,73,108883.742,0.0,25707.5,993.5
McAdoo,18237,3725,429,491,41273.61,0.0,25707.5,993.5
Paupack,18451,739,0,258,69891.349,0.0,25709.0,995.0
Orrstown,17244,2113,119,404,53406.209,0.0,25710.0,996.0
Youngsville,16371,3347,157,831,39502.731,0.0,25711.0,997.0
Columbus,16405,771,31,183,72185.745,0.0,25711.25,998.5
Rimersburg,16248,3059,149,709,42883.005,0.0,25711.25,998.5
Mont Clare,19453,1691,71,249,64040.842000000004,0.0,25711.5,1000.0
Ohiopyle,15470,633,0,177,77749.295,0.0,25711.75,1001.0
Manns Choice,15550,1834,104,362,55682.435999999994,0.0,25712.0,1002.0
Sugar Grove,16350,2385,218,425,49360.35400000001,0.0,25713.5,1003.0
Schellsburg,15559,1594,46,342,59474.28400000001,0.0,25714.0,1004.5
Coaldale,18218,2164,130,389,53033.721,0.0,25714.0,1004.5
Friedens,15541,3255,146,551,48177.614,0.0,25714.25,1006.0
Transfer,16154,2259,145,349,54076.544,0.0,25714.5,1007.0
Osceola Mills,16666,3043,138,760,40895.317,0.0,25715.0,1008.0
Summit Hill,18250,2981,81,635,46911.699,0.0,25716.0,1009.0
Defiance,16633,443,58,34,113854.25,0.0,25716.25,1010.5
New Park,17352,1628,95,228,62985.539000000004,0.0,25716.25,1010.5
Lucerne Mines,15754,593,42,155,72912.753,0.0,25716.5,1012.0
Weedville,15868,1448,129,434,51546.303,0.0,25717.75,1013.0
Tafton,18464,1291,50,362,57692.662000000004,0.0,25719.5,1014.0
Sigel,15860,1075,42,277,62963.227999999996,0.0,25719.75,1015.0
Millerton,16936,2070,84,482,51004.628,0.0,25722.25,1016.0
Crum Lynne,19022,3986,269,596,40812.965,0.0,25722.75,1017.0
Spraggs,15362,733,40,171,70349.37599999999,0.0,25724.5,1018.0
Colmar,18915,744,25,115,79611.768,0.0,25724.75,1019.5
Luzerne,18709,2892,212,627,41273.782999999996,0.0,25724.75,1019.5
Lucinda,16235,1185,38,242,64958.57,0.0,25725.75,1021.0
Cuddy,15031,451,9,96,90726.55699999999,0.0,25726.25,1022.0
Glen Lyon,18617,1813,88,273,59631.195,0.0,25726.5,1023.5
Lemont Furnace,15456,2824,195,648,40756.792,0.0,25726.5,1023.5
Bally,19503,1410,51,247,63570.642,0.0,25727.5,1025.5
Maytown,17550,576,55,205,66791.814,0.0,25727.5,1025.5
Herndon,17830,1988,126,398,51524.769,0.0,25728.0,1027.0
Beallsville,15313,355,21,109,81710.625,0.0,25728.25,1028.5
Lilly,15938,2340,139,563,45938.059,0.0,25728.25,1028.5
Rehrersburg,19550,602,39,54,97586.18800000001,0.0,25728.5,1031.0
Ruffs Dale,15679,2298,69,798,39831.056000000004,0.0,25728.5,1031.0
Beaver Meadows,18216,1106,57,263,61969.238,0.0,25728.5,1031.0
Westfield,16950,3283,121,750,39641.68,0.0,25729.0,1033.0
Hyndman,15545,2882,135,652,42107.34,0.0,25729.5,1034.0
Delaware Water Gap,18327,577,13,104,85173.625,0.0,25729.75,1035.0
New Philadelphia,17959,1395,73,246,61940.945999999996,0.0,25730.0,1036.0
Falls Creek,15840,1858,125,378,52061.13,0.0,25730.25,1037.0
Elkland,16920,1899,127,479,48508.749,0.0,25731.0,1038.5
Republic,15475,1288,89,342,55134.416,0.0,25731.0,1038.5
Venango,16440,850,61,221,63817.06200000001,0.0,25731.5,1040.0
Hunker,15639,2042,139,321,53662.718,0.0,25731.75,1041.0
East McKeesport,15035,1885,22,469,52375.627,0.0,25732.0,1042.0
Aaronsburg,16820,1698,207,184,57022.125,0.0,25732.5,1043.0
West Finley,15377,689,43,70,85645.088,0.0,25732.75,1044.0
Blossburg,16911,512,22,176,70110.476,0.0,25733.25,1045.0
Hastings,16646,2159,134,579,44777.265999999996,0.0,25733.5,1046.0
Stahlstown,15687,1042,44,329,57812.626,0.0,25734.0,1047.0
Marianna,15345,1370,88,265,59076.83900000001,0.0,25734.75,1048.0
Bear Creek Township,18602,342,10,65,145659.25,0.0,25735.0,1049.0
Dornsife,17823,1252,63,251,61480.467000000004,0.0,25735.25,1050.0
Sheppton,18248,634,0,120,82344.106,0.0,25735.5,1051.0
Highspire,17034,2512,197,270,52810.03599999999,0.0,25736.25,1052.0
Prompton,18456,474,13,70,102438.705,0.0,25736.75,1053.0
Kennerdell,16374,1776,91,442,50207.845,0.0,25737.5,1054.5
Woodbury,16695,1213,123,169,62588.532,0.0,25737.5,1054.5
Dilliner,15327,1521,80,373,53209.873,0.0,25739.0,1056.5
Broad Top City,16621,680,47,128,72394.292,0.0,25739.0,1056.5
Mont Alto,17237,2006,52,307,58014.731,0.0,25739.25,1058.0
North Apollo,15673,1186,23,358,57006.655999999995,0.0,25739.5,1059.0
Pulaski Township,16140,349,76,44,80760.62599999999,0.0,25740.75,1060.0
Sheffield,16347,2007,170,431,47538.64900000001,0.0,25742.0,1061.0
Plumville,15747,1803,116,347,52355.581,0.0,25742.75,1062.0
Fallentimber,16639,1592,100,311,55231.465,0.0,25743.0,1063.0
Karns City,16041,2236,112,452,48805.746,0.0,25743.5,1064.0
Loyalhanna,15661,836,12,112,78907.52799999999,0.0,25744.0,1065.0
Eldred,16731,2342,93,523,46829.18,0.0,25744.25,1066.0
Cyclone,16726,572,50,84,76631.089,0.0,25745.0,1067.0
Bairdford,15006,292,7,58,160479.298,0.0,25745.75,1068.0
New Freeport,15352,939,55,152,67281.09700000001,0.0,25746.0,1069.0
Furlong,18980,438,4,64,135864.25699999998,0.0,25746.25,1070.0
Petersburg,16669,2058,103,516,46405.282,0.0,25746.5,1071.5
Covington Township,16917,1072,28,244,62712.085,0.0,25746.5,1071.5
Dudley,16634,315,10,81,89863.0,0.0,25746.75,1073.5
Roaring Branch,17765,1179,55,147,67672.077,0.0,25746.75,1073.5
Thompsontown,17094,2569,159,599,40763.269,0.0,25747.0,1076.0
Thompson,18465,1208,65,289,57460.282999999996,0.0,25747.0,1076.0
Normalville,15469,2491,79,804,34310.681000000004,0.0,25747.0,1076.0
Hop Bottom,18824,1487,75,425,50610.597,0.0,25747.25,1078.0
Walnut Bottom,17266,506,21,80,83829.76299999999,0.0,25747.5,1079.0
New Enterprise,16664,2156,180,303,51261.096,0.0,25747.75,1080.5
Mildred,18632,655,36,104,74538.322,0.0,25747.75,1080.5
West Decatur,16878,1658,82,283,56945.025,0.0,25748.25,1082.0
Strongstown,15957,527,14,136,72703.692,0.0,25749.0,1083.0
Muir,17957,326,5,59,148574.532,0.0,25749.5,1084.0
Sykesville,15865,1272,77,283,56955.41,0.0,25750.0,1085.0
Stoneboro,16153,2296,154,466,45717.557,0.0,25750.75,1086.5
Coalport,16627,2118,101,399,50117.630999999994,0.0,25750.75,1086.5
Clark,16113,463,8,105,79657.98599999999,0.0,25751.5,1088.0
Knoxville,16928,1447,61,280,57663.63200000001,0.0,25751.75,1089.0
Three Springs,17264,2304,162,520,42975.272000000004,0.0,25752.5,1090.5
Darlington,16115,3369,80,689,39008.206,0.0,25752.5,1090.5
Hawk Run,16840,494,8,68,99964.866,0.0,25752.75,1092.0
East Stroudsburg,18335,788,41,85,75732.218,0.0,25754.5,1093.0
Friendsville,18818,1178,44,269,58704.794,0.0,25755.25,1094.0
Hamburg,19554,436,9,51,152048.105,0.0,25756.25,1095.5
Clarks Mills,16114,613,16,103,77164.732,0.0,25756.25,1095.5
Beech Creek,16822,1850,112,375,49941.177,0.0,25756.75,1097.0
Lyon Station,19536,552,30,92,76143.609,0.0,25757.0,1098.0
Pocono Pines,18350,927,71,360,52350.552,0.0,25757.25,1099.5
Confluence,15424,2006,70,539,45056.67,0.0,25757.25,1099.5
Cheyney,19319,426,0,57,338311.876,0.0,25758.0,1101.0
Salix,15952,1578,167,332,49536.50700000001,0.0,25758.5,1102.0
Midway,15060,873,40,191,63530.486,0.0,25759.25,1103.0
East Smithfield,18817,305,25,34,145031.56,0.0,25759.5,1104.0
Grampian,16838,1825,45,392,51885.777,0.0,25761.0,1105.0
Cressona,17929,1350,69,280,56148.75900000001,0.0,25762.25,1106.5
Spartansburg,16434,3228,475,366,32599.754,0.0,25762.25,1106.5
Beaver Springs,17812,1562,128,350,49714.801,0.0,25762.75,1108.5
Little Meadows,18830,566,14,181,65900.0,0.0,25762.75,1108.5
Laurys Station,18059,925,30,117,71183.33,0.0,25763.75,1110.0
Upperstrasburg,17265,821,41,144,66936.008,0.0,25764.0,1111.5
Timblin,15778,283,7,56,108526.25,0.0,25764.0,1111.5
Pitcairn,15140,3180,256,508,36794.826,0.0,25764.25,1113.5
Fenelton,16034,1831,82,302,54079.457,0.0,25764.25,1113.5
Lewis Run,16738,2476,44,219,61266.530999999995,0.0,25764.75,1115.0
Garland,16416,158,4,58,109473.522,0.0,25765.5,1116.5
Warren Center,18851,624,27,143,68553.532,0.0,25765.5,1116.5
Crabtree,15624,430,0,125,73759.641,0.0,25766.25,1118.0
Bradenville,15620,419,12,162,68143.34700000001,0.0,25766.5,1119.0
Ringgold,15770,229,0,69,96891.446,0.0,25767.75,1120.0
McAlisterville,17049,3358,199,506,39583.467000000004,0.0,25769.0,1121.5
Fredonia,16124,1689,79,399,49242.023,0.0,25769.0,1121.5
Mount Pleasant Mills,17853,3320,160,470,41804.394,0.0,25769.75,1123.0
Brackenridge,15014,3055,174,464,41433.108,0.0,25770.0,1124.0
Weston,18256,368,0,82,85568.82699999999,0.0,25771.0,1125.0
Strausstown,19559,322,52,31,84693.88,0.0,25772.25,1126.5
Mahaffey,15757,1466,48,370,51565.383,0.0,25772.25,1126.5
Boyers,16020,1006,77,187,59910.27099999999,0.0,25772.5,1128.0
Creekside,15732,1541,44,316,54472.434,0.0,25772.75,1129.5
Liberty,16930,1190,55,273,55986.462,0.0,25772.75,1129.5
Avonmore,15618,2511,55,645,38771.497,0.0,25773.0,1131.0
Pleasant Unity,15676,729,135,139,58460.773,0.0,25775.75,1132.0
Chester Heights,19017,206,23,77,76322.9,0.0,25776.0,1133.5
Penfield,15849,1283,59,289,54586.374,0.0,25776.0,1133.5
East Brady,16028,1692,33,387,51062.037000000004,0.0,25777.0,1135.0
Tamiment,18371,670,61,169,61624.837,0.0,25777.25,1136.0
Lyndora,16045,1111,51,102,67773.657,0.0,25778.0,1138.0
Orbisonia,17243,1364,84,372,49164.3,0.0,25778.0,1138.0
Bellwood,16617,2637,114,516,40665.211,0.0,25778.0,1138.0
Seward,15954,2234,76,636,36571.051,0.0,25778.5,1140.0
Tioga,16946,2354,92,466,44478.42,0.0,25779.0,1141.0
Palm,18070,606,38,155,63729.02,0.0,25779.25,1142.0
Big Cove Tannery,17212,673,33,132,66792.604,0.0,25779.5,1143.0
Imler,16655,1666,92,335,50187.45400000001,0.0,25781.5,1144.0
McSherrystown,17344,3515,145,579,34551.879,0.0,25781.75,1145.0
Lakeville,18438,1148,35,394,49857.357,0.0,25782.0,1146.5
Paxinos,17860,2217,128,420,44316.255999999994,0.0,25782.0,1146.5
Fairmount City,16224,1134,77,200,57440.549000000006,0.0,25783.0,1148.0
Hughesville,17762,467,15,128,68052.261,0.0,25783.5,1149.5
Fairchance,15436,2602,114,480,41642.133,0.0,25783.5,1149.5
Alum Bank,15521,1782,109,391,46412.984000000004,0.0,25784.0,1151.5
Germansville,18053,2248,79,430,45778.683,0.0,25784.0,1151.5
Le Raysville,18829,656,20,151,65525.073,0.0,25784.25,1153.0
Fayette City,15438,2087,66,347,50727.934,0.0,25786.0,1154.0
Oaks,19456,869,0,53,101944.929,0.0,25786.5,1155.0
Shirleysburg,17260,979,26,421,48986.542,0.0,25787.0,1156.0
Summerhill,15958,1973,143,423,42296.68900000001,0.0,25788.0,1157.0
Slovan,15078,441,0,187,63114.667,0.0,25788.25,1158.0
Klingerstown,17941,774,44,151,62368.078,0.0,25788.5,1159.0
Renovo,17764,2341,121,627,31429.32,0.0,25788.75,1160.0
Granville Summit,16926,919,78,154,59222.198,0.0,25790.5,1161.0
Hellertown,18081,159,0,77,81610.79,0.0,25790.75,1162.0
Shunk,17768,367,8,107,71319.697,0.0,25791.0,1163.0
Roulette,16746,1156,56,283,53526.78599999999,0.0,25792.0,1164.0
Starlight,18461,269,0,80,80064.20599999999,0.0,25792.25,1165.5
Glen Campbell,15742,1034,58,221,56390.551,0.0,25792.25,1165.5
Sligo,16255,1690,141,333,46460.13400000001,0.0,25793.25,1167.0
Fredericktown,15333,1926,102,268,51663.434,0.0,25793.75,1168.0
Pillow,17080,297,30,59,75631.936,0.0,25794.75,1169.0
Hadley,16130,2089,93,488,40409.513999999996,0.0,25795.25,1170.0
Graysville,15337,447,15,87,72089.34599999999,0.0,25795.75,1171.5
Clarksburg,15725,1452,88,254,52808.030999999995,0.0,25795.75,1171.5
Barnesville,18214,1720,57,544,39077.402,0.0,25797.0,1173.0
Towanda,18814,205,25,37,86482.575,0.0,25799.5,1174.0
Hopewell,16650,1644,64,337,49639.917,0.0,25800.25,1175.5
South Heights,15081,310,13,46,88638.805,0.0,25800.25,1175.5
Spring Run,17262,1494,114,181,54875.763,0.0,25800.5,1177.5
Rices Landing,15357,1513,57,428,44846.624,0.0,25800.5,1177.5
Artemas,17211,387,24,71,72484.338,0.0,25801.5,1179.5
Valley View,17983,1343,31,235,56322.697,0.0,25801.5,1179.5
Morris,16938,749,22,156,62325.78,0.0,25801.75,1181.0
Carrolltown,15722,1984,114,386,43628.862,0.0,25802.0,1182.0
Swiftwater,18370,1600,232,214,46918.295999999995,0.0,25804.0,1183.0
Corsica,15829,1342,66,220,54546.16,0.0,25804.75,1184.0
Laurelton,17835,336,7,28,149099.866,0.0,25806.0,1185.0
Nineveh,15353,134,0,40,111859.729,0.0,25806.25,1186.0
Gallitzin,16641,2519,149,509,31830.447,0.0,25808.0,1187.0
Branchdale,17923,327,5,41,97457.148,0.0,25809.0,1189.0
